設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
國立,實用技能學程,土木與建築群,128,5,3,47,51,1,0,0,0,0,0,1,0,0,84.375,3.90625,2.34375,36.71875,39.84375,0.78125,0.0,0.0,0.0,0.0,0.0,0.78125,0.0,0.0,0,0,2,0,0,3,1,4,2,0,0,0,1,0,0,0,0,1,1,11.71875,0.0,0.0,1.5625,0.0,0.0,2.34375,0.78125,3.125,1.5625,0.0,0.0,0.0,0.78125,0.0,0.0,0.0,0.0,0.78125,0.78125,0,5,0,0,0,0,0,0.0,3.90625,0.0,0.0,0.0,0.0,0.0
國立,實用技能學程,商業與管理群,687,12,45,257,101,2,4,6,0,0,0,4,1,1,63.0276564774,1.7467248908,6.5502183406,37.4090247453,14.7016011645,0.2911208151,0.5822416303,0.8733624454,0.0,0.0,0.0,0.5822416303,0.1455604076,0.1455604076,3,0,19,3,0,6,28,3,55,3,1,1,11,8,8,1,1,9,12,25.0363901019,0.4366812227,0.0,2.7656477438,0.4366812227,0.0,0.8733624454,4.0756914119,0.4366812227,8.0058224163,0.4366812227,0.1455604076,0.1455604076,1.6011644833,1.1644832606,1.1644832606,0.1455604076,0.1455604076,1.3100436681,1.7467248908,7,34,22,5,4,0,3,1.018922853,4.9490538574,3.2023289665,0.7278020378,0.5822416303,0.0,0.4366812227
國立,實用技能學程,設計群,185,2,4,85,25,0,0,0,0,0,0,1,0,0,63.2432432432,1.0810810811,2.1621621622,45.9459459459,13.5135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.5405405405,0.0,0.0,0,0,11,0,0,2,3,0,14,2,0,0,0,6,0,1,1,1,11,28.1081081081,0.0,0.0,5.9459459459,0.0,0.0,1.0810810811,1.6216216216,0.0,7.5675675676,1.0810810811,0.0,0.0,0.0,3.2432432432,0.0,0.5405405405,0.5405405405,0.5405405405,5.9459459459,0,4,4,0,0,1,1,0.0,2.1621621622,2.1621621622,0.0,0.0,0.5405405405,0.5405405405
國立,實用技能學程,農業群,141,10,10,87,7,1,0,0,0,0,0,2,1,0,83.6879432624,7.0921985816,7.0921985816,61.7021276596,4.9645390071,0.7092198582,0.0,0.0,0.0,0.0,0.0,1.4184397163,0.7092198582,0.0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,1,10.6382978723,1.4184397163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0921985816,0.0,0.0,0.0,0.7092198582,0.7092198582,0.0,0.0,0.0,0.0,0.7092198582,0,3,4,0,0,0,0,0.0,2.1276595745,2.8368794326,0.0,0.0,0.0,0.0
國立,實用技能學程,食品群,266,5,9,114,29,0,0,0,0,0,0,0,0,0,59.022556391,1.8796992481,3.3834586466,42.8571428571,10.9022556391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,9,6,2,30,0,0,0,1,7,7,2,1,4,4,29.3233082707,0.0,0.0,1.8796992481,0.0,0.0,3.3834586466,2.2556390977,0.7518796992,11.2781954887,0.0,0.0,0.0,0.3759398496,2.6315789474,2.6315789474,0.7518796992,0.3759398496,1.5037593985,1.5037593985,0,18,6,1,0,0,1,0.0,6.7669172932,2.2556390977,0.3759398496,0.0,0.0,0.3759398496
國立,實用技能學程,餐旅群,480,9,8,203,60,13,0,4,0,0,0,3,0,1,62.7083333333,1.875,1.6666666667,42.2916666667,12.5,2.7083333333,0.0,0.8333333333,0.0,0.0,0.0,0.625,0.0,0.2083333333,0,2,7,2,0,0,5,0,60,0,0,0,0,6,10,1,0,1,38,27.5,0.0,0.4166666667,1.4583333333,0.4166666667,0.0,0.0,1.0416666667,0.0,12.5,0.0,0.0,0.0,0.0,1.25,2.0833333333,0.2083333333,0.0,0.2083333333,7.9166666667,0,9,17,1,3,0,4,0.0,1.875,3.5416666667,0.2083333333,0.625,0.0,0.8333333333
國立,實用技能學程,水產群,22,9,1,4,4,0,0,0,0,0,0,0,0,0,81.8181818182,40.9090909091,4.5454545455,18.1818181818,18.1818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,13.6363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5454545455,0.0,0,1,0,0,0,0,0,0.0,4.5454545455,0.0,0.0,0.0,0.0,0.0
國立,實用技能學程,海事群,60,7,0,18,4,0,0,0,0,0,0,0,0,0,48.3333333333,11.6666666667,0.0,30.0,6.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,1.6666666667,1.6666666667,0.0,0.0,1.6666666667,0.0,3.3333333333,1.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,6,0.0,28.3333333333,0.0,0.0,0.0,0.0,10.0
國立,實用技能學程,美容造型群,158,2,0,61,19,5,1,1,0,0,0,0,0,0,56.3291139241,1.2658227848,0.0,38.6075949367,12.0253164557,3.164556962,0.6329113924,0.6329113924,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,12,0,9,0,0,0,5,0,1,0,1,15,16,38.6075949367,0.0,0.6329113924,0.6329113924,0.0,0.0,0.0,7.5949367089,0.0,5.6962025316,0.0,0.0,0.0,3.164556962,0.0,0.6329113924,0.0,0.6329113924,9.4936708861,10.1265822785,0,1,6,0,0,0,1,0.0,0.6329113924,3.7974683544,0.0,0.0,0.0,0.6329113924
國立,進修部(學校),,178,20,6,41,19,0,0,0,0,0,0,2,1,0,50.0,11.2359550562,3.3707865169,23.0337078652,10.6741573034,0.0,0.0,0.0,0.0,0.0,0.0,1.1235955056,0.5617977528,0.0,1,1,8,1,0,3,4,2,10,0,0,1,5,0,1,0,1,1,6,25.2808988764,0.5617977528,0.5617977528,4.4943820225,0.5617977528,0.0,1.6853932584,2.2471910112,1.1235955056,5.6179775281,0.0,0.0,0.5617977528,2.808988764,0.0,0.5617977528,0.0,0.5617977528,0.5617977528,3.3707865169,3,18,5,8,0,7,3,1.6853932584,10.1123595506,2.808988764,4.4943820225,0.0,3.9325842697,1.6853932584
國立,進修部(學校),機械群,621,5,14,87,174,0,0,2,3,0,0,3,0,0,46.3768115942,0.8051529791,2.2544283414,14.0096618357,28.0193236715,0.0,0.0,0.3220611916,0.4830917874,0.0,0.0,0.4830917874,0.0,0.0,0,3,82,3,0,19,2,3,30,0,1,1,13,15,5,2,1,8,32,35.4267310789,0.0,0.4830917874,13.2045088567,0.4830917874,0.0,3.0595813205,0.3220611916,0.4830917874,4.8309178744,0.0,0.1610305958,0.1610305958,2.0933977456,2.4154589372,0.8051529791,0.3220611916,0.1610305958,1.2882447665,5.152979066,1,67,24,6,1,0,2,0.1610305958,10.7890499195,3.8647342995,0.9661835749,0.1610305958,0.0,0.3220611916
國立,進修部(學校),動力機械群,145,3,3,5,22,1,0,0,0,0,0,0,0,0,23.4482758621,2.0689655172,2.0689655172,3.4482758621,15.1724137931,0.6896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,13,0,0,4,4,2,5,1,0,0,24,7,2,0,1,2,10,53.7931034483,1.3793103448,0.6896551724,8.9655172414,0.0,0.0,2.7586206897,2.7586206897,1.3793103448,3.4482758621,0.6896551724,0.0,0.0,16.5517241379,4.8275862069,1.3793103448,0.0,0.6896551724,1.3793103448,6.8965517241,0,20,8,1,1,0,3,0.0,13.7931034483,5.5172413793,0.6896551724,0.6896551724,0.0,2.0689655172
國立,進修部(學校),電機與電子群,736,16,20,97,155,3,1,0,2,0,1,4,0,1,40.7608695652,2.1739130435,2.7173913043,13.1793478261,21.0597826087,0.4076086957,0.1358695652,0.0,0.2717391304,0.0,0.1358695652,0.5434782609,0.0,0.1358695652,6,1,75,9,4,33,22,14,46,6,1,0,12,27,3,0,3,10,37,41.9836956522,0.8152173913,0.1358695652,10.1902173913,1.222826087,0.5434782609,4.4836956522,2.9891304348,1.902173913,6.25,0.8152173913,0.1358695652,0.0,1.6304347826,3.6684782609,0.4076086957,0.0,0.4076086957,1.3586956522,5.027173913,2,60,28,2,1,1,3,0.2717391304,8.152173913,3.8043478261,0.2717391304,0.1358695652,0.1358695652,0.4076086957
國立,進修部(學校),化工群,99,1,5,21,21,0,0,0,1,0,0,0,0,0,49.4949494949,1.0101010101,5.0505050505,21.2121212121,21.2121212121,0.0,0.0,0.0,1.0101010101,0.0,0.0,0.0,0.0,0.0,2,0,5,0,1,3,7,0,6,1,1,0,4,2,1,0,0,5,2,40.404040404,2.0202020202,0.0,5.0505050505,0.0,1.0101010101,3.0303030303,7.0707070707,0.0,6.0606060606,1.0101010101,1.0101010101,0.0,4.0404040404,2.0202020202,1.0101010101,0.0,0.0,5.0505050505,2.0202020202,0,5,2,3,0,0,0,0.0,5.0505050505,2.0202020202,3.0303030303,0.0,0.0,0.0
國立,進修部(學校),土木與建築群,91,1,1,7,15,0,0,0,0,0,0,0,0,0,26.3736263736,1.0989010989,1.0989010989,7.6923076923,16.4835164835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,5,0,7,3,1,8,1,0,0,3,5,0,0,0,8,2,51.6483516484,0.0,0.0,4.3956043956,5.4945054945,0.0,7.6923076923,3.2967032967,1.0989010989,8.7912087912,1.0989010989,0.0,0.0,3.2967032967,5.4945054945,0.0,0.0,0.0,8.7912087912,2.1978021978,0,12,5,2,0,0,0,0.0,13.1868131868,5.4945054945,2.1978021978,0.0,0.0,0.0
國立,進修部(學校),商業與管理群,1992,42,248,255,320,6,14,6,31,0,0,6,0,12,47.1887550201,2.1084337349,12.4497991968,12.8012048193,16.0642570281,0.3012048193,0.702811245,0.3012048193,1.5562248996,0.0,0.0,0.3012048193,0.0,0.6024096386,27,9,63,7,1,32,125,16,185,4,21,6,25,61,4,4,14,67,114,39.4076305221,1.3554216867,0.4518072289,3.1626506024,0.3514056225,0.0502008032,1.6064257028,6.2751004016,0.8032128514,9.2871485944,0.2008032129,1.0542168675,0.3012048193,1.2550200803,3.062248996,0.2008032129,0.2008032129,0.702811245,3.3634538153,5.7228915663,5,72,52,8,5,1,47,0.2510040161,3.6144578313,2.6104417671,0.4016064257,0.2510040161,0.0502008032,2.359437751
國立,進修部(學校),外語群,19,0,2,1,3,0,0,0,0,0,0,0,0,0,31.5789473684,0.0,10.5263157895,5.2631578947,15.7894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21.0526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,0,0,0,0.0,0.0,42.1052631579,5.2631578947,0.0,0.0,0.0
國立,進修部(學校),設計群,197,4,2,50,44,0,0,2,2,0,0,0,0,0,52.7918781726,2.0304568528,1.0152284264,25.3807106599,22.3350253807,0.0,0.0,1.0152284264,1.0152284264,0.0,0.0,0.0,0.0,0.0,0,0,25,0,0,6,2,1,10,0,0,0,2,0,0,0,0,10,4,30.4568527919,0.0,0.0,12.6903553299,0.0,0.0,3.0456852792,1.0152284264,0.5076142132,5.076142132,0.0,0.0,0.0,1.0152284264,0.0,0.0,0.0,0.0,5.076142132,2.0304568528,0,4,11,2,1,0,5,0.0,2.0304568528,5.5837563452,1.0152284264,0.5076142132,0.0,2.538071066
國立,進修部(學校),農業群,57,0,1,3,16,0,0,0,0,0,0,0,0,0,35.0877192982,0.0,1.7543859649,5.2631578947,28.0701754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,25,54.3859649123,0.0,0.0,0.0,0.0,0.0,3.5087719298,1.7543859649,0.0,0.0,0.0,0.0,0.0,0.0,5.2631578947,0.0,0.0,0.0,0.0,43.8596491228,0,0,1,0,0,0,0,0.0,0.0,1.7543859649,0.0,0.0,0.0,0.0
國立,進修部(學校),食品群,292,3,12,21,71,0,0,0,0,0,0,1,0,2,37.6712328767,1.0273972603,4.1095890411,7.1917808219,24.3150684932,0.0,0.0,0.0,0.0,0.0,0.0,0.3424657534,0.0,0.6849315068,2,0,28,4,0,11,14,2,33,4,2,0,2,4,1,0,1,3,30,48.2876712329,0.6849315068,0.0,9.5890410959,1.3698630137,0.0,3.7671232877,4.7945205479,0.6849315068,11.301369863,1.3698630137,0.6849315068,0.0,0.6849315068,1.3698630137,0.3424657534,0.0,0.3424657534,1.0273972603,10.2739726027,0,17,8,0,4,0,5,0.0,5.8219178082,2.7397260274,0.0,1.3698630137,0.0,1.7123287671
國立,進修部(學校),家政群,275,3,7,60,41,0,2,1,2,0,0,1,1,14,48.0,1.0909090909,2.5454545455,21.8181818182,14.9090909091,0.0,0.7272727273,0.3636363636,0.7272727273,0.0,0.0,0.3636363636,0.3636363636,5.0909090909,7,1,10,1,0,0,17,4,30,3,2,1,3,3,3,2,4,2,27,43.6363636364,2.5454545455,0.3636363636,3.6363636364,0.3636363636,0.0,0.0,6.1818181818,1.4545454545,10.9090909091,1.0909090909,0.7272727273,0.3636363636,1.0909090909,1.0909090909,1.0909090909,0.7272727273,1.4545454545,0.7272727273,9.8181818182,0,1,13,0,0,0,7,0.0,0.3636363636,4.7272727273,0.0,0.0,0.0,2.5454545455
國立,進修部(學校),餐旅群,210,1,1,16,62,0,0,0,2,0,0,1,0,0,39.5238095238,0.4761904762,0.4761904762,7.619047619,29.5238095238,0.0,0.0,0.0,0.9523809524,0.0,0.0,0.4761904762,0.0,0.0,0,0,0,0,0,1,5,4,26,1,2,0,0,2,3,0,1,3,66,54.2857142857,0.0,0.0,0.0,0.0,0.0,0.4761904762,2.380952381,1.9047619048,12.380952381,0.4761904762,0.9523809524,0.0,0.0,0.9523809524,1.4285714286,0.0,0.4761904762,1.4285714286,31.4285714286,0,4,0,2,0,0,4,0.0,1.9047619048,0.0,0.9523809524,0.0,0.0,1.9047619048
縣市立,普通科,,41676,15154,125,23784,284,4,0,10,1,33,229,273,184,14,96.2064497553,36.3614550341,0.299932815,57.0688165851,0.6814473558,0.0095978501,0.0,0.0239946252,0.0023994625,0.0791822632,0.5494769172,0.6550532681,0.4415011038,0.0335924753,6,0,31,2,1,13,29,2,82,0,1,0,9,22,95,6,4,18,34,0.8518091947,0.0143967751,0.0,0.0743833381,0.004798925,0.0023994625,0.0311930128,0.0695844131,0.004798925,0.1967559267,0.0,0.0023994625,0.0,0.0215951627,0.0527881754,0.2279489394,0.0143967751,0.0095978501,0.0431903254,0.0815817257,21,210,34,778,12,24,44,0.0503887129,0.5038871293,0.0815817257,1.8667818409,0.0287935502,0.0575871005,0.1055763509
縣市立,專業群(職業)科,機械群,1807,639,34,925,59,5,0,0,0,0,0,9,1,0,92.5290536801,35.3624792474,1.8815716657,51.1898173769,3.2650802435,0.2767017156,0.0,0.0,0.0,0.0,0.0,0.498063088,0.0553403431,0.0,1,0,15,0,0,5,2,0,12,1,0,0,4,3,0,0,0,2,9,2.9883785279,0.0553403431,0.0,0.8301051467,0.0,0.0,0.2767017156,0.1106806862,0.0,0.6640841173,0.0553403431,0.0,0.0,0.2213613724,0.1660210293,0.0,0.0,0.0,0.1106806862,0.498063088,1,26,5,17,0,0,11,0.0553403431,1.4388489209,0.2767017156,0.9407858329,0.0,0.0,0.6087437742
縣市立,專業群(職業)科,動力機械群,616,205,7,319,42,2,0,0,0,0,0,2,2,0,93.9935064935,33.2792207792,1.1363636364,51.7857142857,6.8181818182,0.3246753247,0.0,0.0,0.0,0.0,0.0,0.3246753247,0.3246753247,0.0,0,0,1,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,3,2.4350649351,0.0,0.0,0.1623376623,0.0,0.0,0.1623376623,0.0,0.0,0.0,0.0,0.0,0.0,0.974025974,0.6493506494,0.0,0.0,0.0,0.0,0.487012987,0,4,0,8,0,2,4,0.0,0.6493506494,0.0,1.2987012987,0.0,0.3246753247,0.6493506494
縣市立,專業群(職業)科,電機與電子群,3026,1287,35,1519,39,2,0,0,1,0,3,15,3,0,95.9682749504,42.5313945803,1.1566424323,50.1982815598,1.2888301388,0.0660938533,0.0,0.0,0.0330469266,0.0,0.0991407799,0.4957038995,0.0991407799,0.0,0,0,12,0,0,3,6,1,8,0,0,0,8,2,0,0,0,0,2,1.3879709187,0.0,0.0,0.3965631196,0.0,0.0,0.0991407799,0.1982815598,0.0330469266,0.2643754131,0.0,0.0,0.0,0.2643754131,0.0660938533,0.0,0.0,0.0,0.0,0.0660938533,1,19,1,38,3,0,9,0.0330469266,0.6278916061,0.0330469266,1.2557832122,0.0991407799,0.0,0.2974223397
縣市立,專業群(職業)科,化工群,232,135,2,93,0,0,0,0,0,0,0,1,0,0,99.5689655172,58.1896551724,0.8620689655,40.0862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310344828,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,專業群(職業)科,土木與建築群,436,207,9,169,12,8,0,0,0,0,0,2,0,0,93.3486238532,47.4770642202,2.0642201835,38.7614678899,2.752293578,1.8348623853,0.0,0.0,0.0,0.0,0.0,0.4587155963,0.0,0.0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,2,1.8348623853,0.0,0.0,0.0,0.0,0.0,0.6880733945,0.0,0.0,0.4587155963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2293577982,0.4587155963,0,7,1,8,0,0,0,0.0,1.6055045872,0.2293577982,1.8348623853,0.0,0.0,0.0
縣市立,專業群(職業)科,商業與管理群,2672,862,119,1507,75,3,0,2,0,0,1,7,3,0,96.5194610778,32.2604790419,4.4535928144,56.3997005988,2.8068862275,0.1122754491,0.0,0.0748502994,0.0,0.0,0.0374251497,0.2619760479,0.1122754491,0.0,1,0,0,0,0,0,0,0,9,0,2,0,2,6,1,0,3,0,4,1.0479041916,0.0374251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368263473,0.0,0.0748502994,0.0,0.0748502994,0.2245508982,0.0374251497,0.0,0.1122754491,0.0,0.1497005988,1,11,3,35,2,2,2,0.0374251497,0.4116766467,0.1122754491,1.3098802395,0.0748502994,0.0748502994,0.0748502994
縣市立,專業群(職業)科,外語群,326,129,8,172,11,0,0,0,0,0,1,0,2,0,99.0797546012,39.5705521472,2.4539877301,52.7607361963,3.3742331288,0.0,0.0,0.0,0.0,0.0,0.3067484663,0.0,0.6134969325,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.3067484663,0.0,0.0,0.0,0.0,0.0
縣市立,專業群(職業)科,設計群,1224,238,8,916,12,0,0,0,0,0,1,6,3,0,96.7320261438,19.4444444444,0.6535947712,74.8366013072,0.9803921569,0.0,0.0,0.0,0.0,0.0,0.0816993464,0.4901960784,0.2450980392,0.0,0,0,0,2,0,0,0,0,4,6,0,0,1,0,0,1,1,7,0,1.7973856209,0.0,0.0,0.0,0.1633986928,0.0,0.0,0.0,0.0,0.3267973856,0.4901960784,0.0,0.0,0.0816993464,0.0,0.0,0.0816993464,0.0816993464,0.5718954248,0.0,0,1,0,10,1,1,0,0.0,0.0816993464,0.0,0.8169934641,0.0816993464,0.0816993464,0.0
縣市立,專業群(職業)科,農業群,105,53,0,52,0,0,0,0,0,0,0,0,0,0,100.0,50.4761904762,0.0,49.5238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,專業群(職業)科,食品群,79,47,0,32,0,0,0,0,0,0,0,0,0,0,100.0,59.4936708861,0.0,40.5063291139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
縣市立,專業群(職業)科,家政群,152,40,0,101,0,0,0,0,0,0,0,3,0,0,94.7368421053,26.3157894737,0.0,66.4473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9736842105,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.9736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9736842105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,0,0,0.0,0.0,0.0,3.2894736842,0.0,0.0,0.0
縣市立,專業群(職業)科,餐旅群,231,84,2,135,0,0,0,0,0,0,1,2,1,0,97.4025974026,36.3636363636,0.8658008658,58.4415584416,0.0,0.0,0.0,0.0,0.0,0.0,0.4329004329,0.8658008658,0.4329004329,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.2987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,1.2987012987,0.0,0.0,0.0
縣市立,專業群(職業)科,藝術群,76,7,1,62,0,0,0,2,0,0,0,2,0,0,97.3684210526,9.2105263158,1.3157894737,81.5789473684,0.0,0.0,0.0,2.6315789474,0.0,0.0,0.0,2.6315789474,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3157894737,0,0,0,1,0,0,0,0.0,0.0,0.0,1.3157894737,0.0,0.0,0.0
縣市立,專業群(職業)科,綜合,264,29,0,23,3,0,0,0,0,3,0,0,0,2,22.7272727273,10.9848484848,0.0,8.7121212121,1.1363636364,0.0,0.0,0.0,0.0,1.1363636364,0.0,0.0,0.0,0.7575757576,1,0,2,0,0,1,11,6,32,0,0,0,2,43,0,2,2,4,50,59.0909090909,0.3787878788,0.0,0.7575757576,0.0,0.0,0.3787878788,4.1666666667,2.2727272727,12.1212121212,0.0,0.0,0.0,0.7575757576,16.2878787879,0.0,0.7575757576,0.7575757576,1.5151515152,18.9393939394,7,0,16,2,1,0,22,2.6515151515,0.0,6.0606060606,0.7575757576,0.3787878788,0.0,8.3333333333
縣市立,綜合高中,,2155,432,15,1557,30,2,0,0,0,0,9,19,6,2,96.1484918794,20.0464037123,0.6960556845,72.2505800464,1.3921113689,0.0928074246,0.0,0.0,0.0,0.0,0.4176334107,0.8816705336,0.2784222738,0.0928074246,0,0,1,0,0,0,1,0,4,0,0,1,0,6,3,0,0,0,1,0.788863109,0.0,0.0,0.0464037123,0.0,0.0,0.0,0.0464037123,0.0,0.1856148492,0.0,0.0,0.0464037123,0.0,0.2784222738,0.1392111369,0.0,0.0,0.0,0.0464037123,0,7,1,46,1,3,2,0.0,0.3248259861,0.0464037123,2.1345707657,0.0464037123,0.1392111369,0.0928074246
縣市立,綜合高中,機械群,62,22,0,37,0,0,0,0,0,0,0,0,0,0,95.1612903226,35.4838709677,0.0,59.6774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0,0,0,0.0,3.2258064516,0.0,1.6129032258,0.0,0.0,0.0
縣市立,綜合高中,電機與電子群,248,151,2,89,0,0,0,0,0,0,0,2,1,0,98.7903225806,60.8870967742,0.8064516129,35.8870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064516129,0.4032258065,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0,0,0,0.0,0.4032258065,0.0,0.8064516129,0.0,0.0,0.0
縣市立,綜合高中,化工群,49,21,1,26,0,0,0,0,0,0,0,0,0,0,97.9591836735,42.8571428571,2.0408163265,53.0612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.0408163265,0.0,0.0,0.0
